ncm;cest;uf_destino;regime;segmento;base_legal;data_inicio_vigencia;data_fim_vigencia
90178090;0100200;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90251190;0100200;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90251190;2803600;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90251199;0100200;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90251199;2803600;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90251990;0100700;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90251990;0112100;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90251990;0802300;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90251990;2005600;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90261011;0107800;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90261019;0107800;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90261019;1200700;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90261019;2804300;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90261029;0107800;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90262010;0107900;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90262010;1709700;MG;ST;Eq. Brenda · Produtos alimentícios;Lista supervisores 07/2026;2026-06-01;
90262090;0107900;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90262090;0110100;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90269010;0112300;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90269090;0112300;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90291090;0108000;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90303311;2111900;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90303319;2111900;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90321090;0112500;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90322000;0112600;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90328911;2107800;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90328981;0110100;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90328982;0110100;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90328982;2102900;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
90328989;0110100;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
91070010;0100600;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
91070090;2112100;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
96031000;2803600;MG;ST;Leite e Corte (Eq. Monalisa);Lista supervisores 07/2026;2026-06-01;
