uf_destino;ncm;aliq_fcp_st;aliq_fcp_interno;base_legal;data_inicio_vigencia;data_fim_vigencia
RJ;GERAL;2.00;2.00;FECP — Lei 4.056/2002 + LC 210/2023 (ha excecoes: cesta basica, medicamentos);2024-01-01;
